OnnettomuusID;Tienpitäjä;Tieosoite;Ajorata;Tie;Osa;Etaisyys;x-koordinaatti;y-koordinaatti;Liikennevalot;ELY-keskus;Maakunta ;Kunta;Katuosoite;Vuosi;Kuukausi;Onnettomyystyyppi;Onnettomuustyyppi nro;Vakavuus;Osallisten lkm;Onnettomuusluokka;Raskaan liikenteen onnettomuus;Tietyö;Onnettomuuspaikka;Liittymäjärjestelyt;Viikonpäivä;Pinta;Valoisuus;Lämpötila;Sää;Nopeusrajoitus;Verkollinen asema;Päällyste;Talvihoitoluokitus;Toiminallinen luokka korjattu;Rautatie;Taajama;KVL;KVL raskas;Näkemä% yli 150;Näkemä% yli 300;Näkemä% yli 450;Näkemän pituus
623618;Väylävirasto;694/15/693;0;694;15;693;292515;6952496;-;Etelä-Pohjanmaan ELY;Etelä-Pohjanmaa;Seinäjoki;SEINÄJOENTIE X SILVOSENTIE;2023;5;suistuminen oik. vasemmalle kääntyvässä kaarteessa;84;Ei henkilövahinkoja;1;yksittäisonnettomuus;ei;ei;ajorata;linjaonnettomuus;su;paljas, kuiva;päivänvalo;8;kirkas;60;-;kestopäällyste;Is;Seututie;Ei tasoristeystä;ei;2 835;167;99;72;40;595
623619;Väylävirasto;13/232/4212;0;13;232;4212;533283;6784307;-;Kaakkois-Suomen ELY;Etelä-Karjala;Savitaipale;VT 13;2023;5;suistuminen oik. vasemmalle kääntyvässä kaarteessa;84;Kuolemaan johtanut;1;yksittäisonnettomuus;ei;ei;ajorata;linjaonnettomuus;su;paljas, kuiva;päivänvalo;14;pilvipouta;80;-;kestopäällyste;Is;Valtatie;Ei tasoristeystä;ei;1 680;361;98;61;32;
623620;Kunta;-;-;-;-;-;381889;6682827;-;;;;VASKIVUORENTIE X LOUHELANTIE;2023;5;suistuminen vasemmalle suoralla;81;Ei henkilövahinkoja;0;muu onnettomuus;ei;ei;ajorata;linjaonnettomuus;su;paljas, kuiva;päivänvalo;20;kirkas;40;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
623621;Väylävirasto;29607/45/389;0;29607;45;389;441808;7375218;toiminnassa;Lapin ELY;Lappi;Rovaniemi;OIJUSTIE X VT4;2023;5;muu törmäys käännyttäessä vasemmalle;13;Loukkaantumiseen johtanut;2;kääntymisonnettomuus;ei;ei;eritasoliittymän ramppi;liikennevalot;su;paljas, kuiva;päivänvalo;17;kirkas;50;-;kestopäällyste;Is;Valtatie;Ei tasoristeystä;kyllä;3 395;128;;;;
623622;Muu;-;-;-;-;-;425244;6714621;-;;;;MUSTASILLANTIE 169;2023;5;jalankulkija kulki liikennettä vastaan;74;Loukkaantumiseen johtanut;2;jalankulkijaonnettomuus;ei;ei;ajorata;linjaonnettomuus;su;paljas, kuiva;päivänvalo;20;kirkas;80;-;sora;-;Katu/Yksityistie;Ei tasoristeystä;ei;;;;;;
623623;Kunta;-;-;-;-;-;273757;6639601;-;;;;AHDINKUJA X KOPPNÄSINKATU;2023;5;suistuminen tieltä risteyksessä;86;Loukkaantumiseen johtanut;1;yksittäisonnettomuus;ei;ei;ajorata;tasa-arvo;su;paljas, kuiva;hämärä;12;kirkas;40;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
623624;Kunta;-;-;-;-;-;603220;7049175;-;;;;TEOLLISUUSTIE 20;2023;5;kylkikosketus;4;Ei henkilövahinkoja;1;yksittäisonnettomuus;ei;ei;pysäköintialue tai piha;linjaonnettomuus;su;paljas, kuiva;päivänvalo;1;kirkas;40;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
623627;Kunta;-;-;-;-;-;328617;6822611;toiminnassa;;;;ITSENÄISYYDENKATU X YLIOPISTONKATU;2023;5;pp-tietä ajava pp käänt. ajon. eteen tai kylkeen;55;Loukkaantumiseen johtanut;2;polkupyöräonnettomuus;ei;ei;ajorata;liikennevalot;su;paljas, kuiva;tie valaistu;15;kirkas;30;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
623628;Väylävirasto;16273/1/4233;0;16273;1;4233;532426;6957775;-;Pohjois-Savon ELY;Pohjois-Savo;Kuopio;RITISENLAHTI;2023;5;suistuminen vas. oikealle kääntyvässä kaarteessa;83;Loukkaantumiseen johtanut;1;yksittäisonnettomuus;ei;ei;ajorata;linjaonnettomuus;su;paljas, kuiva;päivänvalo;17;kirkas;60;-;kestopäällyste;II;Yhdystie;Ei tasoristeystä;ei;391;25;82;40;13;
623629;Väylävirasto;3/215/10827;0;3;215;10827;291561;6882622;-;Pirkanmaan ELY;Pirkanmaa;Parkano;VT 3;2023;5;törmäys esteeseen ajoradalla;94;Ei henkilövahinkoja;3;muu onnettomuus;ei;ei;ajorata;linjaonnettomuus;su;paljas, kuiva;päivänvalo;20;kirkas;80;Keskustan ohikulku kaava-alueella;kestopäällyste;Is;Valtatie;Ei tasoristeystä;ei;6 055;961;100;71;46;
623630;Muu;-;-;-;-;-;378964;6681896;-;;;;LEHTIKALLIO 4 PARKKIPAIKKA;2023;5;muu onnettomuus;99;Ei henkilövahinkoja;2;muu onnettomuus;ei;ei;pysäköintialue tai piha;linjaonnettomuus;la;paljas, kuiva;tie valaistu;15;pilvipouta;;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
623631;Kunta;-;-;-;-;-;381775;6670718;-;;;;KUIKKARINNE X HAKOLAHDENTIE;2023;5;ajo risteäviä ajosuuntia suoraan;40;Loukkaantumiseen johtanut;2;polkupyöräonnettomuus;ei;ei;ajorata;tasa-arvo;su;paljas, kuiva;päivänvalo;15;kirkas;30;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
623632;Muu;-;-;-;-;-;444956;7193941;-;Etelä-Pohjanmaan ELY;;;TAPIOLANTIE;2023;5;suistuminen vasemmalle suoralla;81;Ei henkilövahinkoja;1;yksittäisonnettomuus;ei;ei;ajorata;linjaonnettomuus;su;paljas, kuiva;päivänvalo;10;kirkas;50;-;sora;-;Katu/Yksityistie;Ei tasoristeystä;ei;;;;;;
623633;Väylävirasto;14700/1/80;0;14700;1;80;518468;6735118;-;Kaakkois-Suomen ELY;Kymenlaakso;Hamina;MÄENPÄÄNTIE 2;2023;5;samat ajosuunnat muu törmäys käännyttäessä oikealle;11;Loukkaantumiseen johtanut;2;mopedionnettomuus;ei;ei;ajorata;linjaonnettomuus;ma;paljas, kuiva;päivänvalo;20;kirkas;40;-;kestopäällyste;III;Yhdystie;Ei tasoristeystä;ei;127;13;;;;
623634;Väylävirasto;8/239/377;0;8;239;377;231710;7005137;-;Etelä-Pohjanmaan ELY;Pohjanmaa;Vaasa;YHDYSTIE;2023;5;kylkikosketus;4;Ei henkilövahinkoja;2;ohitusonnettomuus;ei;kyllä;ajorata;linjaonnettomuus;ma;paljas, kuiva;päivänvalo;21;kirkas;50;-;kestopäällyste;Ise;Valtatie;Ei tasoristeystä;ei;12 934;750;98;76;39;
623635;Väylävirasto;1493/1/24;0;1493;1;24;399039;6709720;-;Uudenmaan ELY;Uusimaa;Mäntsälä;LINJATIE X ETELÄINEN PIKATIE;2023;5;muu risteämisonnettomuus, ei kääntymistä;49;Ei henkilövahinkoja;2;risteämisonnettomuus;ei;ei;ajorata;STOP-merkki;ma;paljas, kuiva;päivänvalo;24;kirkas;60;Muu tie tilastollisen taajaman alueella;kestopäällyste;Ib;Yhdystie;Ei tasoristeystä;ei;2 552;104;88;39;16;
623636;Kunta;-;-;-;-;-;382395;6722833;-;;;;UUDENMAANKATU 45;2023;5;kääntyminen oikealle toisen eteen tai kylkeen;50;Loukkaantumiseen johtanut;2;polkupyöräonnettomuus;ei;ei;kävely- ja pyörätie;linjaonnettomuus;ma;paljas, kuiva;päivänvalo;22;kirkas;40;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
623638;Kunta;-;-;-;-;-;204444;6789871;-;;;;TUULENSUUNKATU 4;2023;4;muu onnettomuus;99;Ei henkilövahinkoja;1;muu onnettomuus;ei;ei;pysäköintialue tai piha;linjaonnettomuus;la;-;päivänvalo;7;kirkas;30;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
623639;Väylävirasto;4323/3/9364;0;4323;3;9364;526922;6815798;-;Pohjois-Savon ELY;Etelä-Savo;Mikkeli;SUURLAHDENTIE 1777;2023;5;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;ei;ei;ajorata;linjaonnettomuus;ma;paljas, kuiva;päivänvalo;15;kirkas;80;-;kestopäällyste;III;Yhdystie;Ei tasoristeystä;ei;507;32;;;;
623640;Väylävirasto;110/24/4381;0;110;24;4381;292948;6699835;-;Varsinais-Suomen ELY;Varsinais-Suomi;Salo;HELSINGINTIE (TIE 110);2023;5;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;ei;ei;ajorata;linjaonnettomuus;ma;paljas, kuiva;pimeä (valaisematon);10;pilvipouta;80;-;kestopäällyste;Is;Seututie;Ei tasoristeystä;ei;3 543;231;100;79;54;
623641;Kunta;-;-;-;-;-;386882;6677058;-;;;;KÄPYLÄNTIE X VÄINÖLÄNKUJA;2023;5;muu jalankulkuonnettomuus suojatiellä;69;Loukkaantumiseen johtanut;2;jalankulkijaonnettomuus;ei;ei;suojatie;linjaonnettomuus;ma;paljas, kuiva;päivänvalo;20;kirkas;40;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
623642;Kunta;-;-;-;-;-;514266;6838579;-;;;;SETRIKATU 5;2023;5;pyöräilijä pyörätiellä muualla;42;Loukkaantumiseen johtanut;2;polkupyöräonnettomuus;ei;ei;suojatie;linjaonnettomuus;ma;paljas, kuiva;päivänvalo;20;kirkas;30;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
623643;Väylävirasto;25/34/3966;0;25;34;3966;394572;6721703;-;Uudenmaan ELY;Uusimaa;Mäntsälä;HYVINKÄÄNTIE;2023;5;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;ei;ei;ajorata;linjaonnettomuus;su;paljas, kuiva;pimeä (valaisematon);12;pilvipouta;100;-;kestopäällyste;Is;Valtatie;Ei tasoristeystä;ei;7 073;770;100;100;64;
623644;Kunta;-;-;-;-;-;340800;6796554;-;;;;Särpimäenkatu 27;2023;5;peruutusonnettomuus;96;Loukkaantumiseen johtanut;2;jalankulkijaonnettomuus;ei;ei;pysäköintialue tai piha;linjaonnettomuus;ma;paljas, kuiva;päivänvalo;22;kirkas;40;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
623645;Kunta;-;-;-;-;-;239507;6709392;-;;;;KUNNALLISSAIRAALANTIE 54;2023;5;muu onnettomuus;99;Ei henkilövahinkoja;0;muu onnettomuus;ei;ei;-;linjaonnettomuus;ma;paljas, kuiva;päivänvalo;20;kirkas;40;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
623646;Kunta;-;-;-;-;-;393740;6676407;-;;;;Itäkatu 1-7;2023;5;muu risteämisonnettomuus, ei kääntymistä;49;Ei henkilövahinkoja;2;risteämisonnettomuus;ei;ei;ajorata;STOP-merkki;ma;paljas, kuiva;päivänvalo;18;kirkas;40;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
623647;Kunta;-;-;-;-;-;436383;6902954;toiminnassa;;;;VASARAKATU X SEPPÄLÄNTIE;2023;5;pyöräilijä pyörätiellä risteyksessä;41;Loukkaantumiseen johtanut;2;polkupyöräonnettomuus;ei;ei;suojatie;liikennevalot;ma;paljas, kuiva;päivänvalo;20;kirkas;50;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
623648;Väylävirasto;18/45/22;0;18;45;22;406456;6904197;-;Keski-Suomen ELY;Keski-Suomi;Petäjävesi;PETÄJÄVEDENTIE X IMATRAN VOIMANTIE;2023;5;peräänajo käännyttäessä vasemmalle;12;Loukkaantumiseen johtanut;2;kääntymisonnettomuus;ei;ei;ajorata;kärkikolmio;ma;paljas, kuiva;päivänvalo;20;kirkas;60;Tieto puuttuu;kestopäällyste;Is;Valtatie;Ei tasoristeystä;ei;4 758;448;100;58;21;
623649;Kunta;-;-;-;-;-;563682;6768392;toiminnassa;;;;Simolantie X Ratakatu;2023;5;ajo risteäviä ajosuuntia suoraan;40;Ei henkilövahinkoja;0;risteämisonnettomuus;ei;ei;ajorata;linjaonnettomuus;ma;paljas, kuiva;päivänvalo;20;kirkas;50;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
623650;Kunta;-;-;-;-;-;531259;6972228;-;;;;Metsurintie 27;2023;5;suistuminen oikealle suoralla;80;Ei henkilövahinkoja;0;muu onnettomuus;ei;ei;ajorata;linjaonnettomuus;ma;paljas, kuiva;päivänvalo;22;kirkas;50;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;ei;;;;;;
623651;Väylävirasto;459/1/981;0;459;1;981;541309;6863896;-;Pohjois-Savon ELY;Etelä-Savo;Juva;PIEKSÄMÄENTIE;2023;5;peräänajo jarruttavaan ajoneuvoon;6;Loukkaantumiseen johtanut;2;peräänajo-onnettomuus;ei;ei;ajorata;linjaonnettomuus;ma;paljas, kuiva;päivänvalo;20;kirkas;80;-;kestopäällyste;II;Seututie;Ei tasoristeystä;ei;698;71;99;82;48;
623652;Väylävirasto;46/4/343;0;46;4;343;478177;6760332;-;Kaakkois-Suomen ELY;Kymenlaakso;Kouvola;HEINOLANTIE;2023;5;suistuminen oikealle suoralla;80;Ei henkilövahinkoja;1;yksittäisonnettomuus;ei;ei;ajorata;linjaonnettomuus;ma;paljas, kuiva;päivänvalo;22;kirkas;80;-;kestopäällyste;Is;Kantatie;Ei tasoristeystä;ei;2 961;395;100;92;52;
623653;Kunta;-;-;-;-;-;427388;6759527;-;;;;AJOKATU 53;2023;5;muu risteämisonnettomuus, ei kääntymistä;49;Ei henkilövahinkoja;2;risteämisonnettomuus;ei;ei;pysäköintialue tai piha;tasa-arvo;ti;paljas, kuiva;päivänvalo;15;pilvipouta;50;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
623654;Väylävirasto;8/208/1263;0;8;208;1263;218809;6864838;-;Varsinais-Suomen ELY;Satakunta;Merikarvia;Vt 8 Lankoski;2023;5;peräänajo liikenne-esteen takia pysäht. ajoneuvoon;8;Ei henkilövahinkoja;2;peräänajo-onnettomuus;ei;ei;ajorata;linjaonnettomuus;ti;paljas, märkä;päivänvalo;16;vesisade;80;-;kestopäällyste;Is;Valtatie;Ei tasoristeystä;ei;3 711;631;100;96;79;
623655;Kunta;-;-;-;-;-;386960;6679047;-;;;;Käskynhaltijantie x Norrtäljentie;2023;5;muu samat ajosuunnat, ei kääntymistä;9;Ei henkilövahinkoja;0;muu onnettomuus;ei;ei;ajorata;kärkikolmio;ti;paljas, märkä;päivänvalo;11;vesisade;40;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
623656;Kunta;-;-;-;-;-;483720;6748383;-;;;;SAVONKATU X SALPAUSSELÄNKATU;2023;5;pyöräilijä pyörätiellä risteyksessä;41;Loukkaantumiseen johtanut;1;polkupyöräonnettomuus;ei;ei;suojatie;kärkikolmio;ti;paljas, märkä;päivänvalo;14;vesisade;50;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
623657;Väylävirasto;62/1/2163;0;62;1;2163;516649;6836636;-;Pohjois-Savon ELY;Etelä-Savo;Mikkeli;ANTTOLANTIE;2023;5;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;ei;ei;ajorata;linjaonnettomuus;ti;paljas, märkä;pimeä (valaisematon);12;vesisade;60;-;kestopäällyste;Is;Kantatie;Ei tasoristeystä;ei;4 300;516;95;41;16;
623658;Väylävirasto;357/3/4022;0;357;3;4022;488978;6722479;-;Kaakkois-Suomen ELY;Kymenlaakso;Kotka;HURUKSELANTIE;2023;5;suistuminen tieltä risteyksessä;86;Loukkaantumiseen johtanut;1;yksittäisonnettomuus;ei;ei;ajorata;muu risteys;ti;urissa vettä;päivänvalo;11;vesisade;80;-;kestopäällyste;Ib;Seututie;Ei tasoristeystä;ei;1 377;93;81;25;12;
623659;Väylävirasto;50/3/3317;1;50;3;3317;372180;6679889;-;Uudenmaan ELY;Uusimaa;Espoo;KEHÄ III, ITÄÄN JÄRVENPERÄ;2023;5;eläinonnettomuus;90;Ei henkilövahinkoja;2;peuraonnettomuus;ei;ei;ajorata;linjaonnettomuus;ti;paljas, kuiva;päivänvalo;14;pilvipouta;100;Tieto puuttuu;kestopäällyste;Ise;Kantatie;Ei tasoristeystä;ei;40 274;3 724;;;;
623660;Kunta;-;-;-;-;-;534024;6966895;-;;;;PETOSENTIE X SAVOLANNIEMENTIE;2023;5;suistuminen tieltä risteyksessä;86;Ei henkilövahinkoja;1;yksittäisonnettomuus;ei;ei;ajorata;tasa-arvo;ti;paljas, kuiva;pimeä (valaisematon);10;kirkas;50;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
623661;Kunta;-;-;-;-;-;379121;6737534;-;;;;POHJOINEN RAUTATIENKATU X ORAVANKATU;2023;5;ajo risteäviä ajosuuntia suoraan;40;Loukkaantumiseen johtanut;2;mopedionnettomuus;ei;ei;ajorata;kiertoliittymä;ti;paljas, märkä;päivänvalo;10;vesisade;50;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
623662;Kunta;-;-;-;-;-;227769;7012220;-;Keski-Suomen ELY;;;Kortelaaksontie 2;2023;5;kääntyminen vasemmalle toisen eteen tai kylkeen;52;Ei henkilövahinkoja;0;risteämisonnettomuus;ei;ei;ajorata;muu risteys;ma;paljas, kuiva;tie valaistu;10;kirkas;40;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
623663;Väylävirasto;7/17/2912;1;7;17;2912;450097;6705017;-;Uudenmaan ELY;Uusimaa;Loviisa;VALTATIE 7 (SARVILAHTI);2023;5;suistuminen vasemmalle suoralla;81;Loukkaantumiseen johtanut;1;yksittäisonnettomuus;ei;ei;ajorata;linjaonnettomuus;ti;paljas, kuiva;päivänvalo;18;kirkas;120;-;kestopäällyste;Is;Valtatie;Ei tasoristeystä;ei;9 179;977;100;100;91;
623665;Väylävirasto;10/15/913;0;10;15;913;311719;6746911;-;Uudenmaan ELY;Kanta-Häme;Jokioinen;TURUN VALTATIE;2023;5;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;ei;ei;ajorata;linjaonnettomuus;ti;paljas, kuiva;päivänvalo;14;pilvipouta;80;-;kestopäällyste;Is;Valtatie;Ei tasoristeystä;ei;4 601;621;100;85;71;
623667;Kunta;-;-;-;-;-;380504;6678037;-;;;;PITÄJÄNMÄENTIE 57;2023;5;peräänajo jarruttavaan ajoneuvoon;6;Loukkaantumiseen johtanut;2;peräänajo-onnettomuus;ei;kyllä;ajorata;linjaonnettomuus;ti;paljas, kuiva;päivänvalo;14;pilvipouta;30;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
623668;Kunta;-;-;-;-;-;327268;6821967;-;;;;PYHÄJÄRVENKATU;2023;5;peräänajo jarruttavaan ajoneuvoon;6;Ei henkilövahinkoja;2;peräänajo-onnettomuus;ei;ei;ajorata;linjaonnettomuus;ti;paljas, kuiva;päivänvalo;17;pilvipouta;30;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
623669;Kunta;-;-;-;-;-;396460;6705529;-;;;;TERHOLANTIE X IMPOONKATU;2023;5;pyöräilijä pyörätiellä risteyksessä;41;Loukkaantumiseen johtanut;2;polkupyöräonnettomuus;ei;ei;ajorata;tasa-arvo;ti;paljas, kuiva;päivänvalo;12;pilvipouta;30;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
623670;Väylävirasto;167/2/4635;0;167;2;4635;428065;6752442;-;Uudenmaan ELY;Päijät-Häme;Orimattila;LAHDENTIE;2023;5;suistuminen oikealle suoralla;80;Ei henkilövahinkoja;1;yksittäisonnettomuus;ei;ei;ajorata;linjaonnettomuus;ke;paljas, märkä;pimeä (valaisematon);10;vesisade;80;-;kestopäällyste;Is;Seututie;Ei tasoristeystä;ei;10 276;737;100;100;77;
623671;Väylävirasto;25503/23/16;0;25503;23;16;643357;6945302;toiminnassa;Pohjois-Savon ELY;Pohjois-Karjala;Joensuu;UTRANTIE X KUOPIONTIELLE JOHTAVA RAMPPI;2023;5;pp pyörätiellä, toinen ajoneuvo kääntyi oikealle;15;Loukkaantumiseen johtanut;2;polkupyöräonnettomuus;ei;ei;eritasoliittymän ramppi;liikennevalot;ke;paljas, kuiva;päivänvalo;14;pilvipouta;50;Tieto puuttuu;öljysora tai vast;Is;Valtatie;Ei tasoristeystä;kyllä;1 692;122;;;;
623672;Kunta;-;-;-;-;-;423597;7202894;-;Etelä-Pohjanmaan ELY;;;Opintie 6;2023;5;jalankulkija kulki liikenteen suuntaan;73;Loukkaantumiseen johtanut;2;jalankulkijaonnettomuus;ei;ei;kävely- ja pyörätie;linjaonnettomuus;ke;paljas, kuiva;päivänvalo;17;pilvipouta;30;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
623673;Väylävirasto;4/527/5950;0;4;527;5950;488251;7493728;-;Lapin ELY;Lappi;Sodankylä;IVALONTIE, KERSILÖ;2023;5;ohitus;0;Ei henkilövahinkoja;2;ohitusonnettomuus;ei;ei;ajorata;linjaonnettomuus;ke;paljas, märkä;päivänvalo;10;pilvipouta;100;-;kestopäällyste;Ib;Valtatie;Ei tasoristeystä;ei;1 576;252;100;90;72;
623674;Kunta;-;-;-;-;-;286975;6967579;-;Keski-Suomen ELY;;;KOSKENALANTIE X ALASEINÄJOENKATU;2023;5;muu risteämisonnettomuus, ei kääntymistä;49;Ei henkilövahinkoja;2;risteämisonnettomuus;ei;ei;ajorata;kärkikolmio;ke;paljas, märkä;päivänvalo;12;pilvipouta;50;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
623675;Kunta;-;-;-;-;-;427118;6761567;-;;;;HÄMEENKATU X RAUHANKATU;2023;5;kylkikosketus;4;Loukkaantumiseen johtanut;2;ohitusonnettomuus;ei;ei;ajorata;tasa-arvo;ke;paljas, kuiva;tie valaistu;10;pilvipouta;40;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
623676;Väylävirasto;17075/1/6187;0;17075;1;6187;249653;6922005;-;Etelä-Pohjanmaan ELY;Etelä-Pohjanmaa;Kauhajoki;HARRINTIE;2023;5;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;ei;ei;ajorata;linjaonnettomuus;ti;paljas, märkä;hämärä;13;pilvipouta;80;-;kestopäällyste;III;Yhdystie;Ei tasoristeystä;ei;114;6;;;;
623677;Väylävirasto;24.4.4136;0;24;4;4136;425562;6779283;-;Uudenmaan ELY;Päijät-Häme;Asikkala;LAHDENTIE 520;2023;5;suistuminen oikealle suoralla;80;Loukkaantumiseen johtanut;1;yksittäisonnettomuus;ei;ei;ajorata;linjaonnettomuus;ti;paljas, märkä;pimeä (valaisematon);11;vesisade;80;-;kestopäällyste;Is;Valtatie;Ei tasoristeystä;ei;7 005;300;100;81;52;
623678;Väylävirasto;313/4/8255;2;313;4;8255;442268;6775679;-;Uudenmaan ELY;Päijät-Häme;Heinola;VääksyntiexTervalammentie;2023;5;kääntyminen vas. vastaantulevan eteen tai kylkeen;30;Ei henkilövahinkoja;3;kääntymisonnettomuus;ei;ei;ajorata;STOP-merkki;ke;-;päivänvalo;12;pilvipouta;50;-;kestopäällyste;Ib;Seututie;Ei tasoristeystä;ei;3 765;338;95;52;29;
623679;Väylävirasto;1/30/4151;1;1;30;4151;258400;6708753;-;Varsinais-Suomen ELY;Varsinais-Suomi;Paimio;TURKU-HELSINKI MOOTTORITIE (TAMMISILTA);2023;5;suistuminen oikealle suoralla;80;Kuolemaan johtanut;1;yksittäisonnettomuus;ei;ei;ajorata;linjaonnettomuus;ke;paljas, kuiva;päivänvalo;14;pilvipouta;120;-;kestopäällyste;Is;Valtatie;Ei tasoristeystä;ei;21 976;1 995;100;65;30;
623681;Väylävirasto;6/344/2237;0;6;344;2237;659753;6920950;-;Pohjois-Savon ELY;Pohjois-Karjala;Tohmajärvi;VT6, Hernevaara;2023;5;muu peräänajo liikkuvaan ajoneuvoon;7;Ei henkilövahinkoja;2;peräänajo-onnettomuus;ei;ei;ajorata;linjaonnettomuus;ke;paljas, kuiva;päivänvalo;14;pilvipouta;100;-;kestopäällyste;Is;Valtatie;Ei tasoristeystä;ei;3 825;503;100;99;80;
623682;Väylävirasto;50/7/1313;2;50;7;1313;389609;6685081;-;Uudenmaan ELY;Uusimaa;Vantaa;KEHÄ 3 LÄNTEEN;2023;5;peruutusonnettomuus;96;Loukkaantumiseen johtanut;2;muu onnettomuus;ei;ei;ajorata;linjaonnettomuus;ke;paljas, kuiva;päivänvalo;15;pilvipouta;80;Tieto puuttuu;kestopäällyste;Ise;Kantatie;Ei tasoristeystä;ei;67 805;6 172;100;93;54;
623683;Väylävirasto;2402/2/5135;0;2402;2;5135;295019;6706462;-;Varsinais-Suomen ELY;Varsinais-Suomi;Salo;Kaivolantie;2023;5;suistuminen oikealle suoralla;80;Ei henkilövahinkoja;1;yksittäisonnettomuus;ei;ei;ajorata;linjaonnettomuus;ke;paljas, kuiva;päivänvalo;13;pilvipouta;60;-;kestopäällyste;Ib;Yhdystie;Ei tasoristeystä;ei;1 681;94;91;42;23;
623684;Kunta;-;-;-;-;-;224873;6827172;-;;;;Puinnintie X Korjuuntie;2023;5;ajo risteäviä ajosuuntia suoraan;40;Ei henkilövahinkoja;0;risteämisonnettomuus;ei;ei;ajorata;kärkikolmio;ke;-;tie valaistu;10;vesisade;40;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
623685;Väylävirasto;1851/1/1968;2;1851;1;1968;236254;6712599;-;Varsinais-Suomen ELY;Varsinais-Suomi;Turku;SUIKKILANTIE;2023;5;suistuminen oikealle suoralla;80;Loukkaantumiseen johtanut;1;yksittäisonnettomuus;ei;ei;ajorata;linjaonnettomuus;ke;paljas, kuiva;päivänvalo;10;kirkas;50;Tieto puuttuu;kestopäällyste;Ise;Yhdystie;Ei tasoristeystä;kyllä;16 413;1 368;;;;
623686;Väylävirasto;15708/1/8;0;15708;1;8;638043;6948472;-;Pohjois-Savon ELY;Pohjois-Karjala;Kontiolahti;ONTTOLANTIE X PUNTARIKOSKENTIE;2023;5;suistuminen tieltä risteyksessä;86;Ei henkilövahinkoja;1;yksittäisonnettomuus;ei;ei;ajorata;muu risteys;ke;paljas, märkä;päivänvalo;13;vesisade;60;Tieto puuttuu;öljysora tai vast;Ic;Yhdystie;Ei tasoristeystä;ei;2 304;90;;;;
623687;Väylävirasto;482/14/2247;0;482;14;2247;621771;6937274;-;Pohjois-Savon ELY;Pohjois-Karjala;Liperi;KÄSÄMÄNTIE;2023;5;kääntyminen vasemmalle toisen eteen tai kylkeen;52;Ei henkilövahinkoja;3;risteämisonnettomuus;kyllä;ei;ajorata;muu risteys;to;paljas, kuiva;päivänvalo;10;pilvipouta;80;-;kestopäällyste;Ib;Seututie;Ei tasoristeystä;ei;1 020;69;100;93;51;
